1569,中谷 宇吉郎,57458,十二花の雪
270,高村 光雲,1549,幕末維新懐古談
908,坂本 竜馬,51388,手紙
1475,小川 未明,51501,兄の声
908,坂本 竜馬,51964,手紙
214,田山 花袋,51378,草みち
1475,小川 未明,51498,赤土へくる子供たち
908,坂本 竜馬,52141,続　手紙
908,坂本 竜馬,51969,手紙
908,坂本 竜馬,51943,手紙
908,坂本 竜馬,51926,手紙
908,坂本 竜馬,51950,手紙
908,坂本 竜馬,51843,手紙
136,山村 暮鳥,45046,春の海のうた
678,富永 太郎,55478,即興
1172,村山 籌子,44961,小ぐまさん　の　かんがへちがひ
107,鈴木 三重吉,45188,ダマスカスの賢者
1172,村山 籌子,45000,オマツリ
1154,岸田 国士,44726,『敗戦の倫理』編者のことば
1154,岸田 国士,44885,「序文」まへがき
1155,チェーホフ アントン,51292,かき
136,山村 暮鳥,45051,冬の木木
1172,村山 籌子,44982,泣いてゐるお猫さん
1172,村山 籌子,44954,川へおちた玉ねぎさん
1475,小川 未明,52106,一粒の真珠
1475,小川 未明,51574,さか立ち小僧さん
1475,小川 未明,52071,すいれんは咲いたが
26,中原 中也,55903,春の日の怒
1172,村山 籌子,44955,カヘルサント、コホロギサン
1475,小川 未明,52045,おかめどんぐり
1475,小川 未明,52095,友だちどうし
1475,小川 未明,51507,海が呼んだ話
1471,今野 大力,55597,たたかいの中に
121,新美 南吉,45088,月から
1475,小川 未明,52113,政ちゃんと赤いりんご
908,坂本 竜馬,52136,続　手紙
329,楠山 正雄,43461,瘤とり
1181,ドーデ アルフォンス,45194,村の学校（実話）
1403,北大路 魯山人,59641,薄口醤油
1172,村山 籌子,44945,お姫さまと猟師
1666,漢那 浪笛,1496,吸い殻
1172,村山 籌子,44960,あひるさん　の　くつ
35,太宰 治,1603,かくめい
81,宮沢 賢治,45309,ペンネンノルデはいまはいないよ　太陽にできた黒い棘をとりに行ったよ
287,野呂 栄太郎,4450,平野義太郎宛書簡
null,紫式部 ,5058,源氏物語
311,宮本 百合子,15991,山崎富栄の日記をめぐって
908,坂本 竜馬,51790,手紙
908,坂本 竜馬,51787,手紙
908,坂本 竜馬,52140,続　手紙
908,坂本 竜馬,51932,手紙
908,坂本 竜馬,51955,手紙
1471,今野 大力,55523,高窓に見える青空
1475,小川 未明,52092,東京の羽根
1475,小川 未明,51085,幾年もたった後
1475,小川 未明,51718,世の中のために
26,中原 中也,55896,恋の後悔
35,太宰 治,58054,雨の玉川心中
1475,小川 未明,51555,雲のわくころ
908,坂本 竜馬,51952,手紙
19,アンデルセン ハンス・クリスチャン,44423,もみの木
26,中原 中也,55897,初夏
311,宮本 百合子,15990,心から送る拍手
107,鈴木 三重吉,45185,蛇つかひ
908,坂本 竜馬,51927,手紙
1154,岸田 国士,44891,隣の花
1475,小川 未明,51025,教師と子供
1154,岸田 国士,44637,『開拓地帯』の序
365,チリコフ オイゲン,45197,そり（童話）
1092,グリム ヴィルヘルム・カール,59635,十二人兄弟
81,宮沢 賢治,43736,『注文の多い料理店』序
1154,岸田 国士,44632,事変記念日
1475,小川 未明,51704,夕雲
121,新美 南吉,43397,仔牛
908,坂本 竜馬,52138,続　手紙
1403,北大路 魯山人,49979,椎茸の話
1475,小川 未明,51703,山へ帰ったやまがら
1092,グリム ヴィルヘルム・カール,59536,かわいそうな粉ひきの若いものと小猫
908,坂本 竜馬,52132,続　手紙
908,坂本 竜馬,51951,手紙
1154,岸田 国士,44441,新しき天地
1154,岸田 国士,44600,戯曲講座
1863,安西 冬衛,57435,大大阪のれいめい
1154,岸田 国士,44863,矢代静一君を推す
1154,岸田 国士,44512,癇癪批評
1154,岸田 国士,44868,「現代戯曲全集第十七巻」の跋に代へて
1505,ポター ビアトリクス,51344,あなうさピーターのはなし
1505,ポター ビアトリクス,51346,ばにばにベンジャミンのはなし
1505,ポター ビアトリクス,56842,ごくあくウサギのものがたり
1475,小川 未明,51667,昼のお月さま
26,中原 中也,55920,（何と物酷いのです）
1154,岸田 国士,44832,「演劇」創刊に当たつて
1154,岸田 国士,44848,「速水女塾」について
879,芥川 竜之介,60574,Afterlife
26,中原 中也,55926,（名詞の扱ひに）
1154,岸田 国士,44310,上演料の話（仏蘭西）
26,中原 中也,55917,（題を附けるのが無理です）
1154,岸田 国士,44888,「古い玩具」あとがき
1154,岸田 国士,44389,映画素人談義
311,宮本 百合子,15970,ソヴェトの「労働者クラブ」
1471,今野 大力,55534,新らしいスローガンについて
65,九鬼 周造,4404,伝統と進取
1154,岸田 国士,44554,「悲劇喜劇」広告
1172,村山 籌子,44938,チユウちやんのおたんじやう日
1475,小川 未明,52076,小さな弟、良ちゃん
1154,岸田 国士,44611,文学座第二回試演に際して
19,アンデルセン ハンス・クリスチャン,58874,空とぶトランク
1154,岸田 国士,44644,演出者として
154,田中 貢太郎,45564,帽子のない水兵
1475,小川 未明,51057,人の身の上
718,新渡戸 稲造,50744,女子教育に就て
1338,羽仁 もと子,48670,最も楽しい事業
256,倉田 百三,43465,芸術上の心得
1637,中野 鈴子,58801,途中で
121,新美 南吉,45108,りんごの車
1172,村山 籌子,44972,ねずみさんの失敗
182,西田 幾多郎,43654,アブセンス・オブ・マインド
678,富永 太郎,55479,煙草の歌
136,山村 暮鳥,45049,鶏
311,宮本 百合子,15969,「女人芸術」か「女人大衆」かの批判について
1346,片山 広子,49507,子供の言葉
1475,小川 未明,50984,夕焼け物語
1475,小川 未明,51019,ちょうと三つの石
136,山村 暮鳥,45033,港の唄
